row_id,task_id,condition,model,run_dir,spec_path,workspace_path,score_path,deterministic_grader_pass,deterministic_partial,haiku45_verdict,g3flash_verdict,gpt54mini_verdict,human_rater_id,human_verdict,human_reason,time_spent_sec
R0097,IR3_multi_source,oracle,openrouter:anthropic/claude-opus-4.7,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR3_multi_source/20260423_203638_e0c1a92d,/u/ybkim95/TeamBench/tasks/IR3_multi_source/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR3_multi_source/20260423_203638_e0c1a92d/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR3_multi_source/20260423_203638_e0c1a92d/reports/score.json,False,0.92,FAIL,FAIL,FAIL,,,,
R0098,CROSS2_schema_evolution,full,lb100_gpt5nano_oraclefull_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS2_schema_evolution/20260413_234946_bfdbc7ef,/u/ybkim95/TeamBench/tasks/CROSS2_schema_evolution/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS2_schema_evolution/20260413_234946_bfdbc7ef/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS2_schema_evolution/20260413_234946_bfdbc7ef/reports/score.json,False,0.5833,FAIL,FAIL,FAIL,,,,
R0099,TEST2_regression,full,openrouter:qwen/qwen3-32b,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TEST2_regression/20260426_002002_eceab1cf,/u/ybkim95/TeamBench/tasks/TEST2_regression/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TEST2_regression/20260426_002002_eceab1cf/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TEST2_regression/20260426_002002_eceab1cf/reports/score.json,False,0.0,FAIL,PASS,FAIL,,,,
R0100,JS2_xss_sanitize,team_no_plan,lb100_qwen3-32b-or_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/JS2_xss_sanitize/20260425_185129_53f64a23,/u/ybkim95/TeamBench/tasks/JS2_xss_sanitize/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/JS2_xss_sanitize/20260425_185129_53f64a23/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/JS2_xss_sanitize/20260425_185129_53f64a23/reports/score.json,False,0.5,FAIL,FAIL,FAIL,,,,
R0101,PIPE3_msg_queue,team_no_verify,openrouter:qwen/qwen3-8b,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_msg_queue/20260425_044728_63adbde9,/u/ybkim95/TeamBench/tasks/PIPE3_msg_queue/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_msg_queue/20260425_044728_63adbde9/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_msg_queue/20260425_044728_63adbde9/reports/score.json,False,0.85,FAIL,FAIL,FAIL,,,,
R0102,RDS16_retail_phacking,full,lb100_gpt-oss-20b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/RDS16_retail_phacking/20260428_192436_2a1d8f99,/u/ybkim95/TeamBench/tasks/RDS16_retail_phacking/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/RDS16_retail_phacking/20260428_192436_2a1d8f99/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/RDS16_retail_phacking/20260428_192436_2a1d8f99/reports/score.json,False,0.16666666666666666,FAIL,FAIL,FAIL,,,,
R0103,SCALE1_codebase_migration,oracle,openrouter:qwen/qwen3-32b,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SCALE1_codebase_migration/20260424_192413_fbcc848c,/u/ybkim95/TeamBench/tasks/SCALE1_codebase_migration/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SCALE1_codebase_migration/20260424_192413_fbcc848c/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SCALE1_codebase_migration/20260424_192413_fbcc848c/reports/score.json,False,0.64,FAIL,FAIL,FAIL,,,,
R0104,TEST4_property,full,lb100_gpt54_oraclefull_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TEST4_property/20260414_053336_fc591e00,/u/ybkim95/TeamBench/tasks/TEST4_property/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TEST4_property/20260414_053336_fc591e00/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TEST4_property/20260414_053336_fc591e00/reports/score.json,False,0.86,FAIL,FAIL,FAIL,,,,
R0105,INC2_data_corruption,team_no_verify,vllm:google/gemma-4-31B-it@http://localhost:8006/v1,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INC2_data_corruption/20260420_202652_0e08d48f,/u/ybkim95/TeamBench/tasks/INC2_data_corruption/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INC2_data_corruption/20260420_202652_0e08d48f/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INC2_data_corruption/20260420_202652_0e08d48f/reports/score.json,True,1.0,PASS,PASS,PASS,,,,
R0106,D5_query_optimize,team_no_verify,gemini-3.1-flash-lite-preview,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/D5_query_optimize/20260423_142828_ef50aca7,/u/ybkim95/TeamBench/tasks/D5_query_optimize/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/D5_query_optimize/20260423_142828_ef50aca7/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/D5_query_optimize/20260423_142828_ef50aca7/reports/score.json,False,0.67,FAIL,FAIL,FAIL,,,,
R0107,IR4_temporal,team_no_verify,lb100_gpt54_3cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR4_temporal/20260423_150726_ec7d3166,/u/ybkim95/TeamBench/tasks/IR4_temporal/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR4_temporal/20260423_150726_ec7d3166/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR4_temporal/20260423_150726_ec7d3166/reports/score.json,True,1.0,PASS,PASS,PASS,,,,
R0108,INT1_pipeline_repair,team_no_verify,lb100_gpt5nano_3cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260423_150946_df79554b,/u/ybkim95/TeamBench/tasks/INT1_pipeline_repair/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260423_150946_df79554b/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260423_150946_df79554b/reports/score.json,False,0.83,FAIL,FAIL,FAIL,,,,
R0109,SPEC2_api_design,restricted,openrouter:anthropic/claude-sonnet-4.6,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SPEC2_api_design/20260420_154101_88ca1a1a,/u/ybkim95/TeamBench/tasks/SPEC2_api_design/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SPEC2_api_design/20260420_154101_88ca1a1a/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SPEC2_api_design/20260420_154101_88ca1a1a/reports/score.json,False,0.92,FAIL,FAIL,FAIL,,,,
R0110,CRYPTO5_tls_config,team_no_verify,lb100_sonnet46_3cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO5_tls_config/20260423_011700_e21395bc,/u/ybkim95/TeamBench/tasks/CRYPTO5_tls_config/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO5_tls_config/20260423_011700_e21395bc/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO5_tls_config/20260423_011700_e21395bc/reports/score.json,False,0.0,FAIL,PASS,FAIL,,,,
R0111,NEG1_tradeoff_config,team_no_plan,openrouter:anthropic/claude-sonnet-4.6,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260422_162425_efe0f576,/u/ybkim95/TeamBench/tasks/NEG1_tradeoff_config/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260422_162425_efe0f576/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260422_162425_efe0f576/reports/score.json,False,0.5,FAIL,FAIL,FAIL,,,,
R0112,MULTI2_microservice_debug,oracle,openrouter:qwen/qwen3-8b,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/MULTI2_microservice_debug/20260422_144522_26bcd3fa,/u/ybkim95/TeamBench/tasks/MULTI2_microservice_debug/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/MULTI2_microservice_debug/20260422_144522_26bcd3fa/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/MULTI2_microservice_debug/20260422_144522_26bcd3fa/reports/score.json,False,0,FAIL,FAIL,FAIL,,,,
R0113,GH2_click_flag_value,team_no_verify,lb100_gpt-oss-120b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH2_click_flag_value/20260424_021322_b5a9bedf,/u/ybkim95/TeamBench/tasks/GH2_click_flag_value/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH2_click_flag_value/20260424_021322_b5a9bedf/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH2_click_flag_value/20260424_021322_b5a9bedf/reports/score.json,False,0.8,FAIL,FAIL,FAIL,,,,
R0114,P4_data_retention,restricted,lb100_gemma4-31b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P4_data_retention/20260420_142428_3284c70c,/u/ybkim95/TeamBench/tasks/P4_data_retention/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P4_data_retention/20260420_142428_3284c70c/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P4_data_retention/20260420_142428_3284c70c/reports/score.json,False,0.86,FAIL,FAIL,FAIL,,,,
R0115,CROSS1_api_contract,restricted,lb100_gpt-oss-120b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS1_api_contract/20260422_210356_b1279972,/u/ybkim95/TeamBench/tasks/CROSS1_api_contract/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS1_api_contract/20260422_210356_b1279972/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS1_api_contract/20260422_210356_b1279972/reports/score.json,False,0.0,FAIL,PASS,FAIL,,,,
R0116,GH10_retry_backoff,team_no_plan,claude-haiku-4-5-20251001,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH10_retry_backoff/20260422_071546_8cc3b049,/u/ybkim95/TeamBench/tasks/GH10_retry_backoff/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH10_retry_backoff/20260422_071546_8cc3b049/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH10_retry_backoff/20260422_071546_8cc3b049/reports/score.json,True,1.0,PASS,PASS,PASS,,,,
R0117,INC1_cascade_failure,oracle,lb100_gpt-oss-120b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INC1_cascade_failure/20260422_044926_4fcfe220,/u/ybkim95/TeamBench/tasks/INC1_cascade_failure/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INC1_cascade_failure/20260422_044926_4fcfe220/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INC1_cascade_failure/20260422_044926_4fcfe220/reports/score.json,False,0.8,FAIL,FAIL,FAIL,,,,
R0118,CR6_review_checklist,oracle,lb100_gemini-3.1-pro-preview_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR6_review_checklist/20260411_224810_67da970b,/u/ybkim95/TeamBench/tasks/CR6_review_checklist/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR6_review_checklist/20260411_224810_67da970b/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR6_review_checklist/20260411_224810_67da970b/reports/score.json,False,0.82,FAIL,FAIL,FAIL,,,,
R0119,INT1_pipeline_repair,oracle,lb100_qwen3-4b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260415_072818_f4c7ae8a,/u/ybkim95/TeamBench/tasks/INT1_pipeline_repair/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260415_072818_f4c7ae8a/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260415_072818_f4c7ae8a/reports/score.json,False,0.08,FAIL,FAIL,FAIL,,,,
R0120,TRAP6_deprecated_api,team_no_verify,lb100_haiku45_3cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP6_deprecated_api/20260422_132458_d7b522b0,/u/ybkim95/TeamBench/tasks/TRAP6_deprecated_api/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP6_deprecated_api/20260422_132458_d7b522b0/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP6_deprecated_api/20260422_132458_d7b522b0/reports/score.json,False,0.0,FAIL,PASS,FAIL,,,,
R0121,LH4_staged_deploy,restricted,gpt-5.4,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH4_staged_deploy/20260420_002558_6b99ae57,/u/ybkim95/TeamBench/tasks/LH4_staged_deploy/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH4_staged_deploy/20260420_002558_6b99ae57/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH4_staged_deploy/20260420_002558_6b99ae57/reports/score.json,False,0.57,FAIL,FAIL,FAIL,,,,
R0122,TRAP6_deprecated_api,team_no_verify,lb100_gpt-oss-20b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP6_deprecated_api/20260421_123501_74487743,/u/ybkim95/TeamBench/tasks/TRAP6_deprecated_api/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP6_deprecated_api/20260421_123501_74487743/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP6_deprecated_api/20260421_123501_74487743/reports/score.json,False,0.8,FAIL,FAIL,FAIL,,,,
R0123,MULTI5_deploy_pipeline,team_no_plan,lb100_qwen3-4b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/MULTI5_deploy_pipeline/20260417_044203_9c109623,/u/ybkim95/TeamBench/tasks/MULTI5_deploy_pipeline/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/MULTI5_deploy_pipeline/20260417_044203_9c109623/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/MULTI5_deploy_pipeline/20260417_044203_9c109623/reports/score.json,False,0.0,FAIL,PASS,FAIL,,,,
R0124,INC4_dns_miscfg,restricted,lb100_qwen3-14b-or_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INC4_dns_miscfg/20260424_113358_d6112c50,/u/ybkim95/TeamBench/tasks/INC4_dns_miscfg/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INC4_dns_miscfg/20260424_113358_d6112c50/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INC4_dns_miscfg/20260424_113358_d6112c50/reports/score.json,False,0.67,FAIL,FAIL,FAIL,,,,
R0125,LH5_data_migration,full,vllm:google/gemma-4-31B-it@http://localhost:8006/v1,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH5_data_migration/20260421_141822_42c7979b,/u/ybkim95/TeamBench/tasks/LH5_data_migration/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH5_data_migration/20260421_141822_42c7979b/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH5_data_migration/20260421_141822_42c7979b/reports/score.json,False,0.0,FAIL,PASS,FAIL,,,,
R0126,INT1_pipeline_repair,full,gpt-5.4-mini,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260421_134728_bd74cd56,/u/ybkim95/TeamBench/tasks/INT1_pipeline_repair/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260421_134728_bd74cd56/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260421_134728_bd74cd56/reports/score.json,False,0.83,FAIL,FAIL,FAIL,,,,
R0127,CROSS7_config_drift,restricted,gpt-5.4,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS7_config_drift/20260420_003723_3d7f514f,/u/ybkim95/TeamBench/tasks/CROSS7_config_drift/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS7_config_drift/20260420_003723_3d7f514f/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS7_config_drift/20260420_003723_3d7f514f/reports/score.json,True,1.0,PASS,PASS,PASS,,,,
R0128,CRYPTO4_kdf_migration,team_no_verify,gpt-5.4-nano,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO4_kdf_migration/20260423_162053_d0844818,/u/ybkim95/TeamBench/tasks/CRYPTO4_kdf_migration/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO4_kdf_migration/20260423_162053_d0844818/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO4_kdf_migration/20260423_162053_d0844818/reports/score.json,True,1.0,PASS,PASS,PASS,,,,
R0129,PIPE2_data_pipeline,restricted,vllm:google/gemma-4-31B-it@http://localhost:8006/v1,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE2_data_pipeline/20260420_141517_28a66026,/u/ybkim95/TeamBench/tasks/PIPE2_data_pipeline/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE2_data_pipeline/20260420_141517_28a66026/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE2_data_pipeline/20260420_141517_28a66026/reports/score.json,False,0.8,FAIL,FAIL,FAIL,,,,
R0130,CR4_api_review,oracle,lb100_gpt-5.4-nano_oraclefull_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR4_api_review/20260416_141950_829245ad,/u/ybkim95/TeamBench/tasks/CR4_api_review/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR4_api_review/20260416_141950_829245ad/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR4_api_review/20260416_141950_829245ad/reports/score.json,False,0.19,FAIL,FAIL,FAIL,,,,
R0131,DIST1_queue_race,team_no_verify,lb100_gpt-oss-120b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST1_queue_race/20260423_180719_9c2b39a3,/u/ybkim95/TeamBench/tasks/DIST1_queue_race/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST1_queue_race/20260423_180719_9c2b39a3/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST1_queue_race/20260423_180719_9c2b39a3/reports/score.json,False,0.0833,FAIL,FAIL,FAIL,,,,
R0132,TRAP3_metric_mirage,oracle,lb100_qwen35-0.8b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP3_metric_mirage/20260420_033038_773376d2,/u/ybkim95/TeamBench/tasks/TRAP3_metric_mirage/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP3_metric_mirage/20260420_033038_773376d2/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP3_metric_mirage/20260420_033038_773376d2/reports/score.json,False,0.0,FAIL,FAIL,FAIL,,,,
R0133,SPEC5_config_system,full,lb100_qwen3-32b-or_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SPEC5_config_system/20260429_011655_c91b6d6c,/u/ybkim95/TeamBench/tasks/SPEC5_config_system/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SPEC5_config_system/20260429_011655_c91b6d6c/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SPEC5_config_system/20260429_011655_c91b6d6c/reports/score.json,False,0.0,FAIL,FAIL,FAIL,,,,
R0134,INC1_cascade_failure,full,lb100_qwen3-32b-or_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INC1_cascade_failure/20260427_182026_a22998d8,/u/ybkim95/TeamBench/tasks/INC1_cascade_failure/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INC1_cascade_failure/20260427_182026_a22998d8/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INC1_cascade_failure/20260427_182026_a22998d8/reports/score.json,False,0.8,FAIL,FAIL,FAIL,,,,
R0135,IR3_multi_source,team_no_plan,gpt-5.4-mini,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR3_multi_source/20260421_093246_34459877,/u/ybkim95/TeamBench/tasks/IR3_multi_source/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR3_multi_source/20260421_093246_34459877/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR3_multi_source/20260421_093246_34459877/reports/score.json,False,0.92,FAIL,FAIL,FAIL,,,,
R0136,PIPE3_msg_queue,full,lb100_gemini3flash_oraclefull_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_msg_queue/20260414_135425_3e91c559,/u/ybkim95/TeamBench/tasks/PIPE3_msg_queue/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_msg_queue/20260414_135425_3e91c559/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_msg_queue/20260414_135425_3e91c559/reports/score.json,False,0.62,FAIL,FAIL,FAIL,,,,
R0137,MULTI2_microservice_debug,oracle,lb100_qwen3-8b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/MULTI2_microservice_debug/20260422_234725_e091e281,/u/ybkim95/TeamBench/tasks/MULTI2_microservice_debug/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/MULTI2_microservice_debug/20260422_234725_e091e281/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/MULTI2_microservice_debug/20260422_234725_e091e281/reports/score.json,False,0.7,FAIL,FAIL,FAIL,,,,
R0138,PIPE3_msg_queue,restricted,lb100_qwen3-8b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_msg_queue/20260423_075847_dacde46e,/u/ybkim95/TeamBench/tasks/PIPE3_msg_queue/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_msg_queue/20260423_075847_dacde46e/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_msg_queue/20260423_075847_dacde46e/reports/score.json,False,0.77,FAIL,FAIL,FAIL,,,,
R0139,LH4_staged_deploy,restricted,lb100_gpt-oss-20b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH4_staged_deploy/20260421_023653_ba62dc70,/u/ybkim95/TeamBench/tasks/LH4_staged_deploy/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH4_staged_deploy/20260421_023653_ba62dc70/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH4_staged_deploy/20260421_023653_ba62dc70/reports/score.json,False,0.14,FAIL,FAIL,FAIL,,,,
R0140,LH5_data_migration,team_no_plan,lb100_gemma4-31b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH5_data_migration/20260421_051719_c57134ed,/u/ybkim95/TeamBench/tasks/LH5_data_migration/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH5_data_migration/20260421_051719_c57134ed/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH5_data_migration/20260421_051719_c57134ed/reports/score.json,False,0.0,FAIL,FAIL,FAIL,,,,
R0141,GH7_fixture_scope_leak,oracle,openrouter:qwen/qwen3-14b,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH7_fixture_scope_leak/20260424_041824_9660ef47,/u/ybkim95/TeamBench/tasks/GH7_fixture_scope_leak/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH7_fixture_scope_leak/20260424_041824_9660ef47/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH7_fixture_scope_leak/20260424_041824_9660ef47/reports/score.json,False,0.3,FAIL,FAIL,FAIL,,,,
R0142,CRYPTO3_cert_chain,oracle,lb100_gpt5mini_5cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO3_cert_chain/20260421_064424_43b04efa,/u/ybkim95/TeamBench/tasks/CRYPTO3_cert_chain/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO3_cert_chain/20260421_064424_43b04efa/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO3_cert_chain/20260421_064424_43b04efa/reports/score.json,True,1.0,PASS,PASS,PASS,,,,
R0143,GH2_click_flag_value,team_no_plan,gemini-3-flash-preview,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH2_click_flag_value/20260422_233958_2974297a,/u/ybkim95/TeamBench/tasks/GH2_click_flag_value/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH2_click_flag_value/20260422_233958_2974297a/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH2_click_flag_value/20260422_233958_2974297a/reports/score.json,False,0.0,FAIL,PASS,FAIL,,,,
R0144,D3_schema_migration,oracle,lb100_gemma4-31b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/D3_schema_migration/20260420_053007_39513c0a,/u/ybkim95/TeamBench/tasks/D3_schema_migration/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/D3_schema_migration/20260420_053007_39513c0a/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/D3_schema_migration/20260420_053007_39513c0a/reports/score.json,False,0.73,FAIL,FAIL,FAIL,,,,
R0145,P3_access_control,team_no_plan,lb100_gpt54_3cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P3_access_control/20260422_044813_b1be4bcb,/u/ybkim95/TeamBench/tasks/P3_access_control/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P3_access_control/20260422_044813_b1be4bcb/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P3_access_control/20260422_044813_b1be4bcb/reports/score.json,False,0.82,FAIL,FAIL,FAIL,,,,
